Price,Available colors,Available Storages,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Sound Enhancements,Display Size,Resolution,Resolution Type,GPU,Display Type,Other Display Features,Operating System,Processor Type,Processor Core,Operating Frequency,Internal Storage,Primary Camera Available,Primary Camera,Primary Camera Features,Optical Zoom,Secondary Camera Available,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Video Recording Resolution,Digital Zoom,Frame Rate,Dual Camera Lens,Video Call Support,Speaker Phone,Network Type,Supported Networks,Internet Connectivity,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,NFC,Map Support,GPS Support,Smartphone,SIM Size,Graphics PPI,Sensors,Supported Languages,Browser,Other Features,Important Apps,GPS Type,Audio Formats,Video Formats,Battery Capacity,Width,Height,Depth,Weight,Warranty Summary,Domestic Warranty
"₹1,29,900","['Deep Purple', 'Gold', 'Silver', 'Space Black']","['128 GB', '256 GB', '512 GB', '1 TB']","Handset, USB-C to Lightning Cable, Documentation",MQ0G3HN/A,iPhone 14 Pro,Deep Purple,Smartphones,Dual Sim(Nano + eSIM),No,Yes,No,Built-in Stereo Speaker,15.49 cm (6.1 inch),2556 x 1179 Pixels,Super Retina XDR Display,5 Core,Super Retina XDR Display,"Dynamic Island, Always-On Display, Pro Motion Technology with Adaptive Refresh Rates Upto 120 Hz, HDR Display, True Tone, Wide Colour (P3), Haptic Touch, Contrast Ratio: 20,00,000:1, Max Brightness: 1,000 nits, Peak Brightness: 1,600 nits, Peak Brightness (Outdoor): 2,000 nits",iOS 16,"A16 Bionic Chip, 6 Core Processor",Hexa Core,"5G NR (Bands n1, n2, n3, n5, n7, n8, n12, n20, n25, n26, n28, n30, n38, n40, n41, n48, n53, n66, n70, n77, n78, n79) ), 4G FDD-LTE (B1, B2, B3, B4, B5, B7, B8, B12, B13, B17, B18, B19, B20, B25, B26, B28, B30, B32, B66), 4G TD-LTE (B34, B38, B39, B40, B41, B42, B46, B48, B53), 3G UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz),2G GSM/EDGE (850, 900, 1800, 1900 MHz)",128 GB,Yes,48MP + 12MP + 12MP,"Triple Camera Setup: 48MP Main Camera (Focal Length: 24 mm, f/1.78 Aperture, Second Generation Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.2 Aperture, FOV: 120 Degree, Six Element Lens, 100% Focus Pixels) + 12MP 3 x Telephoto Camera (Focal Length: 77 mm, f/2.8 Aperture, Optical Image Stabilisation, Six Element Lens), Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Night Mode Portraits Enabled by LiDAR Scanner, Panorama (Upto 63MP), Photographic Styles, Macro Photography, Apple ProRAW, Wide Colour Capture for Photos and Live Photos",Yes,Yes,12MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode, Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear: True Tone Flash | Front: Retina Flash,Yes,Yes,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 2.8K (at 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)",15X,"240 fps, 120 fps, 60 fps, 30 fps, 25 fps, 24 fps",Primary Camera,Yes,Yes,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Wi-Fi 6 (802.11ax),Yes,Google Maps,Yes,Yes,Nano Sim + eSIM,460 PPI,"Face ID, LiDAR Scanner, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","English (Australia, Canada, India, Singapore, UK, US), Chinese (Simplified, Traditional, Traditional Hong Kong), French (Canada, France), German, Italian, Japanese, Korean, Spanish (Latin America, Mexico, Spain), Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, Greek, Hebrew, Hindi, Hungarian, Indonesian, Malay, Norwegian, Polish, Portuguese (Brazil, Portugal), Romanian, Russian, Slovak, Swedish, Thai, Turkish, Ukrainian, Vietnamese",Safari,"Rated IP68 (Maximum Depth of 6 Metres Upto 30 Minutes) Under IEC Standard 60529, 16 Core Neural Engine, Enabled by TrueDepth Camera for Facial Recognition, Emergency SOS, Crash Detection, Digital Compass, Wi-Fi, Cellular, iBeacon Micro-Location, FaceTime Video Calling Over Cellular or Wi-Fi, FaceTime HD (1080p) Video Calling Over 5G or Wi-Fi, Share Experiences Like Movies, TV, Music and Other Apps in a FaceTime Call with SharePlay, Screen Sharing, Portrait Mode in FaceTime Video, Spatial Audio, Voice Isolation and Wide Spectrum, Microphone Modes, Zoom with Rear-Facing Camera, FaceTime Audio, Voice over LTE (VoLTE), Wi-Fi Calling, Spatial Audio Playback, User Configurable Maximum Volume Limit, HDR with Dolby Vision, HDR10 and HLG Upto 4K HDR AirPlay for Mirroring, Photos and Video Out to Apple TV (2nd generation or later) or AirPlay 2 Enabled Smart TV, Video Mirroring and Video Out Support: Upto 1080p Through Lightning Digital AV Adapter and Lightning to VGA Adapter (Adapters Sold Separately), MagSafe Wireless Charging Upto 15 W, Qi Wireless Charging Upto 7.5 W, Charging via USB to Computer System or Power Adapter, Magnet Array, Voice Control, Voice Over, Zoom, Magnifier, RTT and TTY Support, Siri and Dictation, Type to Siri, Switch Control, Closed Captions, Assistive Touch, Spoken Content, Back Tap, Alignment Magnet, Accessory Identification NFC, Magnetometer, System Requirement: Apple ID (Required for Some Features), Internet Access, Syncing to a Mac or PC Requires: macOS Catalina 10.15 or Later Using the Finder, macOS El Capitan 10.11.6 Through macOS Mojave 10.14.6 Using iTunes 12.8 or Later, Windows 7 or Later Using iTunes 12.10.10 or Later (Free Download from apple.com/in/itunes/download), Rating for Hearing Aids: M3, T4","App Store, Books, Calculator, Calendar, Camera, Clock, Compass, Contacts, FaceTime, Files, Find My, Health, Home, iTunes Store, Magnifier, Mail, Maps, Measure, Messages, Music, News, Notes, Phone, Photos, Podcasts, Reminders, Safari, Settings, Shortcuts, Siri, Stocks, Tips, Translate, TV, Voice Memos, Wallet, Watch, Weather","GPS, GLONASS, GALILEO, QZSS, BEIDOU","AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus, Dolby Atmos","HEVC, H.264, ProRes",3200 mAh,71.5 mm,147.5 mm,7.85 mm,206 g,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,1 Year
